gpu_uuid,sequence_length,naive_status,fused_status,naive_mean_ms,fused_mean_ms,speedup_naive_over_fused,naive_peak_memory_gib,fused_peak_memory_gib
GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,512,SUCCESS,SUCCESS,0.08017919957637787,0.0848896011710167,0.9445114415704539,0.0201416015625,0.0103759765625
GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,1024,SUCCESS,SUCCESS,0.3013632073998451,0.14704639911651612,2.0494429595725903,0.0460205078125,0.0128173828125
GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2048,SUCCESS,SUCCESS,16.03512315750122,0.3149824023246765,50.90799688857726,0.1446533203125,0.0177001953125
GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,4096,SUCCESS,SUCCESS,1.8547136068344117,0.9652224123477936,1.9215401373897152,0.5294189453125,0.0274658203125
GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,8192,SUCCESS,SUCCESS,7.2015456199646,3.730739188194275,1.9303267413475342,2.0489501953125,0.0469970703125
GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,16384,SUCCESS,SUCCESS,28.75787181854248,11.842867183685303,2.428286273290241,8.0880126953125,0.0860595703125
