timestamp,gpu_uuid,graphics_clock_mhz,memory_clock_mhz,temperature_c,power_w,utilization_percent,elapsed_s
2026/09/16 01:59:57.041,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2445.0,10251.0,74.0,450.08,98.0,105.94249034400127
2026/09/16 02:00:02.081,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2460.0,10251.0,74.0,449.82,97.0,110.98456544900182
2026/09/16 02:00:07.117,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,74.0,449.4,99.0,116.0188107569993
2026/09/16 02:00:12.154,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2475.0,10251.0,74.0,449.41,97.0,121.05558322200159
2026/09/16 02:00:17.184,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,74.0,449.32,99.0,126.09194409300108
2026/09/16 02:00:22.233,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2445.0,10251.0,74.0,449.77,97.0,131.13855969400174
2026/09/16 02:00:27.281,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.62,99.0,136.18384516399965
2026/09/16 02:00:32.317,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2460.0,10251.0,74.0,449.48,97.0,141.2255586780011
2026/09/16 02:00:37.355,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.58,99.0,146.2582106350019
2026/09/16 02:00:42.396,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2445.0,10251.0,75.0,449.61,98.0,151.30382684100186
2026/09/16 02:00:47.436,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.71,99.0,156.3488154789993
2026/09/16 02:00:52.494,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2445.0,10251.0,75.0,448.55,98.0,161.40644728700136
2026/09/16 02:00:57.540,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.72,99.0,166.45090854500086
2026/09/16 02:01:02.578,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2445.0,10251.0,75.0,449.68,98.0,171.48271780600044
2026/09/16 02:01:07.608,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.74,99.0,176.5191807500014
2026/09/16 02:01:12.653,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.63,98.0,181.56354744499913
2026/09/16 02:01:17.693,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.45,99.0,186.5974799430005
2026/09/16 02:01:22.729,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2445.0,10251.0,75.0,449.3,98.0,191.63967117100037
2026/09/16 02:01:27.770,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,76.0,449.64,99.0,196.67642417500247
2026/09/16 02:01:32.812,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,76.0,449.26,98.0,201.71980689799966
2026/09/16 02:01:37.852,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,76.0,449.6,99.0,206.75876689800134
2026/09/16 02:01:42.890,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2445.0,10251.0,76.0,448.61,98.0,211.79668330200002
2026/09/16 02:01:47.931,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.48,99.0,216.8402045110015
2026/09/16 02:01:52.968,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,76.0,449.54,98.0,221.8736170049997
2026/09/16 02:01:58.003,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,76.0,449.93,99.0,226.9123235620027
2026/09/16 02:02:03.058,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,76.0,449.6,98.0,231.9641910499995
2026/09/16 02:02:08.092,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,76.0,449.69,99.0,237.00220830200124
2026/09/16 02:02:13.137,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,76.0,449.56,98.0,242.04811354699996
2026/09/16 02:02:18.183,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,76.0,449.28,97.0,247.0937638150026
2026/09/16 02:02:23.224,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,76.0,449.67,98.0,252.13806050100175
2026/09/16 02:02:28.276,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,76.0,449.63,99.0,257.1863304060025
2026/09/16 02:02:33.313,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,76.0,449.74,98.0,262.2216381170001
2026/09/16 02:02:38.343,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,76.0,449.24,99.0,267.2519335350007
2026/09/16 02:02:43.380,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,76.0,449.64,98.0,272.29475011400064
2026/09/16 02:02:48.422,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.59,98.0,277.33334776500124
2026/09/16 02:02:53.465,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,448.63,98.0,282.3762130569994
2026/09/16 02:02:58.505,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.77,99.0,287.42352197900254
2026/09/16 02:03:03.552,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,448.89,98.0,292.4647088439997
2026/09/16 02:03:08.594,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.57,99.0,297.5066345710002
2026/09/16 02:03:13.626,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2460.0,10251.0,75.0,450.02,98.0,302.5372178409998
2026/09/16 02:03:18.655,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.56,98.0,307.56604506200165
2026/09/16 02:03:23.687,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.58,99.0,312.5981038650025
2026/09/16 02:03:28.734,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2445.0,10251.0,75.0,449.74,98.0,317.6479845819995
2026/09/16 02:03:33.770,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.25,98.0,322.6869648400025
2026/09/16 02:03:38.810,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.36,99.0,327.72639219600023
2026/09/16 02:03:43.854,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.72,99.0,332.7728335690008
2026/09/16 02:03:48.904,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.38,98.0,337.81456920799974
2026/09/16 02:03:53.938,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,448.85,98.0,342.84928318200036
2026/09/16 02:03:58.977,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.63,98.0,347.8898058500017
2026/09/16 02:04:04.017,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.93,99.0,352.92961841000215
2026/09/16 02:04:09.054,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.59,98.0,357.9760518139992
2026/09/16 02:04:14.109,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,450.11,99.0,363.0247350460013
2026/09/16 02:04:19.162,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.61,98.0,368.07864473600057
2026/09/16 02:04:24.203,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,448.71,98.0,373.1153225320013
2026/09/16 02:04:29.233,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.23,99.0,378.1507266100016
2026/09/16 02:04:34.276,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2445.0,10251.0,75.0,449.34,98.0,383.19588199800273
2026/09/16 02:04:39.317,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,74.0,449.06,99.0,388.2349262179996
2026/09/16 02:04:44.356,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.2,98.0,393.2732920430026
2026/09/16 02:04:49.390,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.57,99.0,398.30714366900065
2026/09/16 02:04:54.423,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2460.0,10251.0,75.0,449.55,98.0,403.34000087000095
2026/09/16 02:04:59.459,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2490.0,10251.0,75.0,449.29,98.0,408.3760875980006
2026/09/16 02:05:04.492,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2445.0,10251.0,74.0,449.45,98.0,413.4061529690007
2026/09/16 02:05:09.532,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2445.0,10251.0,74.0,449.65,98.0,418.4473188539996
2026/09/16 02:05:14.575,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.68,99.0,423.4927588080027
2026/09/16 02:05:19.611,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,74.0,449.45,98.0,428.5267191660023
2026/09/16 02:05:24.649,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,74.0,449.43,98.0,433.56468944399967
2026/09/16 02:05:29.690,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,74.0,449.63,99.0,438.6088929940015
2026/09/16 02:05:34.731,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,74.0,449.67,99.0,443.655986572001
2026/09/16 02:05:39.776,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,74.0,449.54,99.0,448.7014393810023
2026/09/16 02:05:44.825,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2445.0,10251.0,75.0,449.7,98.0,453.7419279630012
2026/09/16 02:05:49.859,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2445.0,10251.0,74.0,449.29,98.0,458.77638418900096
2026/09/16 02:05:54.900,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,74.0,449.46,98.0,463.816550593001
2026/09/16 02:05:59.938,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,74.0,449.61,99.0,468.8633053420017
2026/09/16 02:06:04.990,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,74.0,448.88,99.0,473.909468111
2026/09/16 02:06:10.028,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,74.0,449.66,99.0,478.94807397800105
2026/09/16 02:06:15.064,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,74.0,449.42,99.0,483.9867657370014
2026/09/16 02:06:20.104,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,74.0,449.67,97.0,489.0244824440015
2026/09/16 02:06:25.140,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.89,99.0,494.05830645600145
2026/09/16 02:06:30.181,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2445.0,10251.0,75.0,449.33,99.0,499.10078611100107
2026/09/16 02:06:35.217,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.42,99.0,504.1365701249997
2026/09/16 02:06:40.251,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,74.0,449.63,99.0,509.17155812499914
2026/09/16 02:06:45.290,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.58,98.0,514.2101108080024
2026/09/16 02:06:50.326,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.73,99.0,519.2528856320023
2026/09/16 02:06:55.374,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.32,99.0,524.2947441809993
2026/09/16 02:07:00.412,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2460.0,10251.0,75.0,449.08,98.0,529.3337567010021
2026/09/16 02:07:05.445,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.87,99.0,534.3666745629998
2026/09/16 02:07:10.484,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.29,99.0,539.4045874090007
2026/09/16 02:07:15.520,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.83,99.0,544.4436473150017
2026/09/16 02:07:20.558,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.81,98.0,549.478475750002
2026/09/16 02:07:25.594,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.62,99.0,554.5149088870021
2026/09/16 02:07:30.630,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.83,99.0,559.5526240440013
2026/09/16 02:07:35.667,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.24,99.0,564.5903883210012
2026/09/16 02:07:40.706,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.46,99.0,569.6309926520007
2026/09/16 02:07:45.758,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.94,98.0,574.6860387750021
2026/09/16 02:07:50.802,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.72,98.0,579.7329672900014
2026/09/16 02:07:55.844,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.87,99.0,584.7679883460005
2026/09/16 02:08:00.874,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.36,99.0,589.797992390002
2026/09/16 02:08:05.912,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.79,99.0,594.8371547720017
2026/09/16 02:08:10.948,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.58,99.0,599.8788167660023
2026/09/16 02:08:15.987,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.39,99.0,604.9100781369998
2026/09/16 02:08:21.026,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2460.0,10251.0,75.0,449.83,99.0,609.9515861030013
2026/09/16 02:08:26.063,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.26,98.0,614.9907500400004
2026/09/16 02:08:31.100,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,74.0,448.88,99.0,620.0248260770022
2026/09/16 02:08:36.142,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2460.0,10251.0,75.0,449.54,99.0,625.0730292740009
2026/09/16 02:08:41.188,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2445.0,10251.0,75.0,449.14,99.0,630.1148279430017
2026/09/16 02:08:46.228,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2475.0,10251.0,75.0,449.75,99.0,635.1604602610023
2026/09/16 02:08:51.276,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.67,99.0,640.2080870470018
2026/09/16 02:08:56.317,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.37,99.0,645.2425845170001
2026/09/16 02:09:01.350,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.62,99.0,650.2770627450009
2026/09/16 02:09:06.391,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.58,99.0,655.3174132810018
2026/09/16 02:09:11.438,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,448.61,97.0,660.373350146001
2026/09/16 02:09:16.489,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.77,99.0,665.415565088002
2026/09/16 02:09:21.523,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.68,99.0,670.4494341099999
2026/09/16 02:09:26.560,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.8,99.0,675.4899828820016
2026/09/16 02:09:31.595,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.5,99.0,680.5239540430011
2026/09/16 02:09:36.629,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.56,99.0,685.5654079929991
2026/09/16 02:09:41.673,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.77,99.0,690.6033295710004
2026/09/16 02:09:46.716,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.11,99.0,695.6460291850017
2026/09/16 02:09:51.758,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,450.08,98.0,700.6954556090022
2026/09/16 02:09:56.810,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.59,99.0,705.7382659200011
2026/09/16 02:10:01.845,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.42,99.0,710.7767322740001
2026/09/16 02:10:06.889,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.65,99.0,715.8184569570003
2026/09/16 02:10:11.930,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.55,99.0,720.8675632710001
2026/09/16 02:10:16.975,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.65,99.0,725.9046427680005
2026/09/16 02:10:22.016,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,448.53,97.0,730.9469703290015
2026/09/16 02:10:27.056,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.41,99.0,735.9892326930021
2026/09/16 02:10:32.092,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.63,99.0,741.0230879299997
2026/09/16 02:10:37.125,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.76,99.0,746.0563038880027
2026/09/16 02:10:42.166,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.75,99.0,751.0971227320006
2026/09/16 02:10:47.204,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.74,99.0,756.1349747220011
2026/09/16 02:10:52.238,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.3,98.0,761.1715984760012
2026/09/16 02:10:57.298,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,448.97,98.0,766.2347618060012
2026/09/16 02:11:02.342,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.43,99.0,771.2757720200025
2026/09/16 02:11:07.377,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.68,98.0,776.309297398002
2026/09/16 02:11:12.415,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.33,98.0,781.3549175840017
2026/09/16 02:11:17.459,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.55,99.0,786.3913609230003
2026/09/16 02:11:22.490,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.26,98.0,791.4215767070018
2026/09/16 02:11:27.527,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.68,99.0,796.4605967720017
2026/09/16 02:11:32.566,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.5,98.0,801.5012985489993
2026/09/16 02:11:37.607,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.74,99.0,806.5407304500004
2026/09/16 02:11:42.647,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.58,98.0,811.5794482109995
2026/09/16 02:11:47.686,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.58,99.0,816.6192120900014
2026/09/16 02:11:52.723,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.61,98.0,821.6589579300016
2026/09/16 02:11:57.763,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.78,99.0,826.700193992001
2026/09/16 02:12:02.803,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.45,98.0,831.7378778509992
2026/09/16 02:12:07.833,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.76,99.0,836.7745449720023
2026/09/16 02:12:12.881,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2445.0,10251.0,75.0,448.52,98.0,841.8240626110019
2026/09/16 02:12:17.924,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.59,99.0,846.8585509820005
2026/09/16 02:12:22.955,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.55,99.0,851.8972483590005
2026/09/16 02:12:28.009,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.55,98.0,856.9468822510025
2026/09/16 02:12:33.057,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.33,98.0,861.9981080340003
2026/09/16 02:12:38.099,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.6,99.0,867.0372038500027
2026/09/16 02:12:43.140,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.5,98.0,872.0756485400016
2026/09/16 02:12:48.176,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.47,99.0,877.1122981500012
2026/09/16 02:12:53.215,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.68,98.0,882.1505918809999
2026/09/16 02:12:58.257,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.41,99.0,887.1940621710019
2026/09/16 02:13:03.295,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.21,98.0,892.2341116620009
2026/09/16 02:13:08.333,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.76,99.0,897.2707497939991
2026/09/16 02:13:13.370,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2445.0,10251.0,75.0,448.94,98.0,902.3089343760003
2026/09/16 02:13:18.412,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,448.52,99.0,907.3587278340019
2026/09/16 02:13:23.461,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,448.64,99.0,912.4002005990005
2026/09/16 02:13:28.505,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.79,99.0,917.455819185001
2026/09/16 02:13:33.562,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2415.0,10251.0,75.0,449.14,97.0,922.5020271239991
2026/09/16 02:13:38.603,GPU-3094e1cd-3205-910b-9555-93d8401b1ce0,2430.0,10251.0,75.0,449.72,99.0,927.541213116001
